,Unnamed: 0,Passages,Force,Explicit_Lack_Of_Consent,Threat,Authority,Minor_Injury,Threat_Other,count,Minor,Silent,Severe_Injury,Not_Conscious,clean
902,902,Singing songs and silly comments whenever I pass from that place.,0,,,,,,,,,,,sing song and silli comment whenev i pass from that place
903,903,Stealing,0,,,,,,,,,,,steal
904,904,The man initially started abusing a female and later started hitting her. She retaliated later.,0,,,,1,,,,,,,the man initi start abus a femal and later start hit her she retali later
905,905,some guys on a bike whistled past her and ogled her,0,,,,,,,,,,,some guy on a bike whistl past her and ogl her
906,906,"During evening while I was out , few guys in a car slowed down near me rolled down their windows and made inappropriate remarks and then fled away .",0,,,,,,,,,,,dure even while i was out few guy in a car slow down near me roll down their window and made inappropri remark and then fled away
907,907,harassment,0,,,,,,,,,,,harass
908,908,"While travelling in the metro, a group of teenagers were clicking pictures which was making the girls really uncomfortable.",0,,,,,,,,,,,while travel in the metro a group of teenag were click pictur which was make the girl realli uncomfort
909,909,"Commenting,ogling and pictures taken during the night.",0,,,,,,,,,,,comment ogl and pictur taken dure the night
910,910,till date being a boy i have not faces such problems but my sister has shared that she was teased by boys at her school and on the way,0,,,,,,,,,,,till date be a boy i have not face such problem but my sister has share that she was teas by boy at her school and on the way
911,911,Me and my friends were coming back from our internship and going towards the Dwarka sector 10 metro station. There is a wine and beer shop where a lot of men hang around and pass comments and behave indecently.,0,,,,,,,,,,,me and my friend were come back from our internship and go toward the dwarka sector metro station there is a wine and beer shop where a lot of men hang around and pass comment and behav indec
912,912,"I was going back home from a class, when I noticed a man following me on his bike from there to all the way back home.",0,,,,,,,,,,,i was go back home from a class when i notic a man follow me on his bike from there to all the way back home
913,913,This incident took place at GTB Nagar metro station in the evening.I was waiting for the metro and suddenly two boys came ans started passing lewd comments and giving facial expressions.It was an embarrassing situation.,0,,,,,,,,,,,this incid took place at gtb nagar metro station in the even i was wait for the metro and sudden two boy came an start pass lewd comment and give facial express it was an embarrass situat
914,914,While I was shopping a guy brushed passed me and passed comments and gave me bad looks.,0,,,,,,,,,,,while i was shop a guy brush pass me and pass comment and gave me bad look
915,915,"while I was returning from my tution in the evening, a group of teenagers was commenting on the color combination I was wearing",0,,,,,,,,,,,while i was return from my tution in the even a group of teenag was comment on the color combin i was wear
916,916,The riksha driver was whistling and commenting at every girl wearing shorts.,0,,,,,,,,,,,the riksha driver was whistl and comment at everi girl wear short
917,917,"stared at by group of boys outside metro station, they were commenting on my clothes",0,,,,,,,,,,,stare at by group of boy outsid metro station they were comment on my cloth
918,918,"once when i had gone to visit jagdol , i was teased by a man.they were ever going to snath my chain but lucking my parents came at same way.",0,,,,,,,,,,,onc when i had gone to visit jagdol i was teas by a man they were ever go to snath my chain but luck my parent came at same way
919,919,some guys followed me and my friend,0,,,,,,,,,,,some guy follow me and my friend
920,920,i was going towards my home . a group of boys were standing on one side of the metro station. they were commenting on every girl who passed by.,0,,,,,,,,,,,i was go toward my home a group of boy were stand on one side of the metro station they were comment on everi girl who pass by
